text	label
“gradients of coutnerfactuals” sounds quite fancy, but is not very related to the ideas explored in the writing.	0
paper summary: the authors proposed to use edgeboxes  fastrcnn with batch normalization for pedestrian detection review summary: results do not cover enough datasets, the reported results do not improve over state of the art, writing is poor, and overall the work lacks novelty.	0
the architecture appears sound, but the writing makes it hard to fully understand completely so i can not give a higher rating.	0
overall, the results presented in the paper are interesting, but the writing can be improved.	0
in summary: pros:  interesting idea  seems to improve performances cons:  paper writing  weak evaluation (only one dataset)  compare only with approaches that does not use the lasttimestep error signal	2
the paper has a clear structure, but clarity could be improved at some points.	0
also lines such as 'we did not extensively experiment with the structure of the network, but we found the maxpooling and tanh nonlinearity to be particularly important' and claiming the importance of adagrad over rmsprop without elaboration or providing any details feels somewhat unsatisfactory and leaves the reader wondering why.. e.g. could these only be true in the rts setup in this paper?	0
the current work provides a more principled approach that does not have such an adhoc multistage structure, but a single iterative optimisation process.	0
some other points are listed below originality: while there has been some work on compressing neural networks by using a reduced number of bits to store the parameters and exploiting sparsity structure, i like the idea to directly learn the quantization by means of a gaussian mixture prior in retraining which seems to be more principled than other approaches significance: the method achievs stateoftheart performance on the two shown examples on mnist, however these networks are far from the deep networks used in stateoftheart models.	0
we are still a bit concerned whether the npl would be directly applicable for noisy observations (e.g., human skeletons) in a continuous space with less explicit structure, so more discussions will be interesting.	0
(and it would be very valuable to the the community if the environment would be opensourced) the expression 'latent structure/dynamics' is used throughout the text and the connection with bandits is mentioned in section 4. it therefore seems that authors aspire for more generality with their approach but the paper doesn't quite fully ground the proposed approach formally in any existing framework nor does it provide a new one completely.	0
briefly (and slightly inaccurately) model starts with the lstm structure but removes all but the diagonal elements to the transition matrices.	0
i am a bit concerned that many of the tasks are too easy (e.g. the aq question paraphrase), and i am also concerned that the environment presented is very limited, and quite far (in terms of richness of linguistic structure) from how real humans would interact with chatbots.	0
this paper proposes a new architecture that does not explicitly use residuals but constructs an architecture that is composed of networks with fractal structure by using expand and join operations.	0
pros:  interesting idea: learning structures of sentences adapted for a downstream task.	2
in some sense the comparison between deep and shallow networks is somewhat misleading, since the shallow networks lack a hierarchical pooling structure.	0
cons the paper presents a construction illustrating certain structures that can be captured by a network, but it does not address the learning problem (although it presents experiments where such structures do emerge, more or less).	2
the description of the saen structure in section 2.2 was worded poorly.	0
it seems the author tried a few networks in the family (a few different point cloud sizes, a couple options for the number of parameters, averaging vs. max in the set, dropout vs. no dropout), but unless the space is more completely and systematically explored, there's not much reason for a practitioner to use the proposed structure vs. some other random structure they cook up that is also permutation invariant.	0
pros :  new and clear formalism for invariance on signals with known structure  good numerical results cons :  the structure must be specified.	2
comparison to literature is severely lacking; eg 'several automated structure learning techniques have been proposed' followed by 6 citations but no discussion of any of them, which one is most related, which ideas carry over from the offline setting to this online setting, etc. also since this work presents both joint structure & 'parameter' learning, comparison to the online parameter learning papers (3 cited) would be appreciated, specifically since these prior approaches seem to be more principled with bayesian moment matching in jaini 2016 for example.	0
i do not know enough about spns and the datasets to properly judge how strong the results are, but they seem to be a bit underwhelming on the large datasets wrt random # remaining questions after the paper updates  table 3: random structure as baseline ok, but how were the parameters here learned?	0
it is also concerning that although 1) the tasks are simple, 2) the structure of the solution is very restricted and 3) model is using extensions doing most of the work, the proposed model still fails to find solutions (example: al model that has “loop” fails to solve “list length” task in 84% of the runs).	0
they tend to lack longrange structure, to repeat notes etc. to solve this problem the authors suggest that the model could be first trained as a pure lmstyle lstm and then trained with reinforcement learning to optimize an objective which includes some nondifferentiable musictheory related constraints.	0
pros:  thoughtful methodology with sensible design choices  potentially useful for smaller (n < 10000) datasets with a lot of statistical structure  nice connections with sumproduct literature cons:  claims about scalability are very unclear  generally the paper does not succeed in telling a complete story about the properties and applicability of the proposed method.	2
the word 'structure' is a bit problematic; here, the paper seems more concerned with disentangling and semanticizing the latent representation of a generative model by supervision.	0
given the tree model it may be natural to specify a tree model encoder, but the posterior distribution does not respect the structure of the prior (as the posterior distribution couples treedistant variables), so there is in fact no good reason for this form, and a more general network could be compared with.	0
significance: the work may well be significant in the future, but is currently somewhat preliminary, lacks motivation, chooses a tree structured encoder without particular motivation, and is lacking in wider comparisons.	0
the paper states in section 4.1 “our proposed architecture can alone not only learn a representation for video that can model the temporal structure of a video sequence, but also a representation that can effectively map visual space to the language space.” however, this seems to be true also for many/most other approaches, e.g. [venugopalan et al. 2015 iccv] summary: =============== while the paper makes strong claims w.r.t.	0
this work provides an initial rigorous framework to analyze better the inherent structure of the current state of art res net architectures and its variants which can stimulate potentially more significant results towards careful understanding of current state of art models (rather than always to attempting to improve the performance of res nets by applying intuitive incremental heuristics, it is important to progress on some solid understanding too).	0
“the underlying easiness of optimizing deep networks does not simply rest just in the emerging structures due to high dimensional spaces, but is rather tightly connected to the intrinsic characteristics of the data these models are run on.” i believe this perspective is already contained in several of the works cited as not belonging to this perspective.	0
pros:  new formulation of spns  new inference algorithm cons:  the authors did not discuss how the sspn structure is learned and how the generative process chooses the a symbol (operation) at each level)  the evaluations is lacking.	2
it is realizable by zero padding, but the invariance structure, which is the advantage of cnn compared to feedforward neural network, will be lost.	0
the concerns with this paper are that the predicate structure demonstrated is fairly simple, and it is not clear that it provides insight towards the development of better models in the future, since the 'explicit reference readers' need not learn it, and the cnn/daily mail dataset has very little headroom left as demonstrated by chen et al. 2016. the desire for 'dramatic improvements in performance' mentioned in the discussion section probably cannot be achieved on these datasets.	0
there have been concerns about cnn/dailymail dataset (chen et al. acl’16) and it is not clear to me whether the dataset supports investigation on logical structure of interesting kinds.	0
maybe it is bound to be rather about lack of logical structure.	0
in that sense, it may have been more helpful if the authors could make more precise analysis on different types of reading comprehension challenges, what types of logical structure are lacking in various existing models and datasets, and point to specific directions where the community needs to focus more.	0
especially, for the discussion on impact of document structure, when the model is trained on the shuffled order but tested on the original order.	0
the concerns with this paper are that the predicate structure demonstrated is fairly simple, and it is not clear that it provides insight towards the development of better models in the future, since the 'explicit reference readers' need not learn it, and the cnn/daily mail dataset has very little headroom left as demonstrated by chen et al. 2016. the desire for 'dramatic improvements in performance' mentioned in the discussion section probably cannot be achieved on these datasets.	0
the presented method has the similar result, but the advantage of the presented method is that it comes up with a structure and analyzes already trained agent, which is very interesting.	0
overall, the proposed distillation method works well in practice but the paper has some organization issues and unclear notation.	0
pros:  the organization is generally very clear  novel metalearning approach that is different than the previous learning to learn approach cons:  the paper will benefit from more thorough experiments on other neural network architectures where the geometry of the parameter space are sufficiently different than cnns such as fully connected and recurrent neural networks.	2
2. the organization of the paper is clear weak points of this paper: 1. comparisons with stateofart methods (graph kernels) is missing.	0
pros:  creates 'structured' sparsity, which automatically improves performance without changing the underlying convolution implementation  very simple to implement cons:  no evaluation of how pruning impacts transfer learning i'm generally positive about this work.	2
the current experiments show it can score utterances relatively well but it would be very interesting if the model can sample more structured samples than neural approaches (for example longrange syntax constraints like brackets)	0
cons:  although the proposed approach can be applied in general structured prediction problem, the experiments only conduct on a simple multiclass classification task.	0
i believe it was introduced in mikolov et al., 2010. missing references: “recurrent neural network based language model.”, mikolov et al. 2010 “learning longterm dependencies in narx recurrent neural networks”, lin et al. 1996 “sequence labelling in structured domains with hierarchical recurrent neural networks“, fernandez et al. 2007 “learning sequential tasks by incrementally adding higher orders”, ring, 1993	0
i was expecting to see, for example, structured hidden variable model for the posterior (page 4, top), or really 'structured interpretation' of the generative model (title), but i didn't see any of these.	0
significance: the work may well be significant in the future, but is currently somewhat preliminary, lacks motivation, chooses a tree structured encoder without particular motivation, and is lacking in wider comparisons.	0
the writing and wording are in general poorly structured to the point that it is sometimes difficult to follow the proposed ideas.	0
on the positive side, the paper is wellstructured and easy to read.	2
the proposed tasks are explained at a rather high level, which is convenient to understand intuition, but i think some lower level of detail might be useful.	0
reproducibility: the formalism and algorithms are clearly explained, but there is a slightly overwhelming mass of practical tricks and implementation details described with varying levels of details throughout the paper and appendix.	0
this is explained later, of course, but one sentence on its role here would help contextualize its purpose (maybe refer later to the section where it is described fully).	0
the weaknesses:  the link to predictive coding should be better explained in the paper if it is to be used as a motivation for the prednet model.	0
also, in the top row, there are dots and error bars that are given, but this is explained only in the « bottom row » part.	0
clarity: some of the derivations and intuitions could be explained in more detail but the main story is well described.	0
i understand that the nonparametric property induced by the prior might result in better capacity control, however i feel that this advantage (and potentially others which are still unclear to me) is not sufficiently explained and demonstrated.	0
some of the key details in this paper are very poorly explained or not even explained at all.	0
pros: it's well written and straightforward to follow the algorithm has been explained clearly.	2
writing comments  the writing of the paper in general needs some improvement, but more specifically in the experiment section, where experiment setting and baselines should be explained more concisely.	0
the contribution is thus not very strong in terms of results, but even achieving the same results with fewer parameters is not easy and the studies were wellexecuted and explained.	0
the pass score is mentioned a couple times but never explained at all.	0
the approach is based on minimizing some quantity called the 'cognitive effort', but this is confusingly explained, and not very precise.	0
overview: this work seems very promising, but i believe it should be compared with more baselines, and more precisely described and explained, from a signal processing point of view.	0
an explicit comparison to previous works is lacking, but this is explained in the appendices, and a comparison to architectures similar to previous work is presented.	0
the paper lacks clarity in the description of the approach: mfa is poorly explained with undefined notations (in eq. 4, what is a?	0
pros: the method is simple and clearly explained.	2
there is a reference to supplementary material where some of these choices are explained, but i could not find this in the posted version of the paper.	0
the deep q network approach need not be implemented, but differences between methods should be explained because of the uniqueness of the proposed approach. '	0
preliminary rating: it is a useful and perhaps noble task to collect and distill research from many sources to find patterns (and perhaps gaps) in the state of a field; however, some of the patterns presented do not seem well developed and include principles that are poorly explained.	0
apart from some minor weaknesses in the presentation that can be easily fixed for the camera ready, this is a nice, fresh paper, that might spur more attacks (and of course new defenses) from the new class of decisionbased attacks.	0
for the presentation, the motivation in introduction is fine, but the following section about momentum operator is hard to follow.	0
overall, i think this is an interesting paper, but the presentation is too fuzzy to get it evaluated.	0
but i do feel the paper lakes some details to better justify/explain the design choices: 1. a multiclass gan is used but in the formal background presentation of gans, section 2.2 only the binary version of the discriminator is presented.	0
overall: i think the research work in the paper is interesting and significant, but given the current presentation and level of detail in the paper, i don’t think it will be helpful for the research community.	0
to sum up, the paper needs a lot work on many fronts, but most importantly, presentation should be improved.	0
overall, i found the main idea of the paper relatively straightforward, but the presentation is a bit awkward in places.	0
i have two main concerns with the presentation.	0
the method seems interesting, but the presentation has a severe lack of focus.	0
cons  concerns about story/presentation: ' the second use of cavs, to test relative importance of concepts, is basically an improved saliency method.	2
i do have some nitpicks here and there with the presentation and exposition, and i am concerned that at times the paper appears to be minimizing its weaknesses, but i think these are things that can be addressed in the next revision.	0
there are some other details in the appendix that i find concerning: section 8 describes how there is some taskspecific tuning of which function to compute on the encoder to produce the sentence representation for the task.	0
this presentation of the paper can be misleading concerning the true innovation in the model trained.	0
in addition to the incoherent presentation, the proposed method lacks proper justification.	0
pros:  the presentation is clear and easy to follow.	2
o the presentation suffers from severe overgeneralization and lack of clarity, which disabled my ability to understand the network and algorithms for a specific case.	0
to summarize, the following are the pros of the paper:  clarity and good presentation;  good overview of the related literature;  extensive experimental comparison and good experimental results.	0
cons:  a few presentation/clarity issues as below  this paper leaves me wonder why amgan rather than simply characterizing d as a 2kway classifier (1k real vs 1k fake).	0
"the presentation of this algo is a bit short and could deserve more space (in the supplementary) for the da application, the considered datasets are classic but not really ""large scale"", anyway this is a minor remark."	0
my main concern is with the presentation of the paper.	0
the presentation is clear but can be improved.	0
given the incremental process, i find the presentation unnecessarily involved, and experiments not convincing enough.	0
concerning the presentation, the paper dedicates two full pages on a review of the algorithm by yin et al. (2017).	0
given the incremental process, i find the presentation unnecessarily involved, and experiments not convincing enough.	0
concerning the presentation, the paper dedicates two full pages on a review of the algorithm by yin et al. (2017).	0
see e.g. yang et al. “joint unsupervised learning of deep representations and image clusters”, cvpr 2016. to conclude, the paper has some interesting ideas, but the presentation is not convincing, and the experiments are substandard.	0
studying the relation between predictive coding and deep learning makes sense, but i do not come to the same (strong) conclusions as the author(s) by considering the experimental results  and i do not see evidence for a sophisticated latent representation learned by the network.	0
in my view a much stronger experimental section together with a clearer presentation and discussion could overcome the lack of theoretical discussion.	0
another concern that i have is that there are a lot of conditionaconjugacy assumptions baked into the algorithm that the authors only mention at the end of the presentation of their algorithm.	0
in general, the paper shows improvements on an image caption agreement task introduced in kuhnle and copestake, 2017. the paper seems to have weaknesses pertaining to the approach taken, clarity of presentation and comparison to baselines which mean that the paper does not seem to meet the acceptance threshold for iclr.	0
'strengths'' i like the highlevel motivation of the work, that one needs to understand and establish that language or semantics can help learn better representations for images.                  	2
4 mentions that the “only image” encoder is used to obtain the representation for the image, but the “only image” encoder is expected to capture the “indescribable component” from the image, then how is the attribute information from the image captured in this framework?	0
cons and questions: 1. the presentation of the model is not clear.	2
i have a few questions about the evaluation, but most of my comments are about presentation.	0
main concerns:  presentation: the experiments show that (1) dive outperforms ge, hyperscore and hfeature baselines; (2) which scoring function works best for dive; (3) dive outperforms sbow in many cases, but not always, though better on average; and (4) we can use dive for wsd (only shown qualitatively).	0
"pro:  thorough discussion of the issue with theoretical understanding on small benchmark functions as well as theoretical work  easy to read and follow cons: small issues in presentation: ' figure 2 ""optimal learning rate"" > ""optimal greedy learning rate"", also reference to theorem 2 for increased clarity. '"	0
i find the contribution fairly significant but i lack some clarity in the presentation as well as in the experiments section.	0
(b) a further difference to hartono et al, 2015, are comparisons with multilayer networks, and the presentation and discussion of this comparison is my strongest concern.	0
they compare a conventional, quadratic metric to a neuralnetwork based representation and a simple hamming metric, and show that the neuralnetwork based on achieves higher performance, but that the quadratic metric does not substantially beat the simple hamming baseline.	0
the implication is that indeed densely connected convacs can have greater representational capacity, however the gain is limited to the case where hidden layers shrink exponentially with increasing depth.	0
the paper is generally easy to follow, but in several places the presentation can be further improved.	0
pros: 1. updating a traditional opendomain qa approach with neural models 2. experiments demonstrate solid positive results cons: 1. the idea seems incremental 2. presentation could be improved	2
a second concern is the presentation of the paper, which can be confusing at some points.	0
although the ideas are interest and technically sound, and the proposed algorithms are demonstrated to outperform several baselines in various machine learning tasks, there several major problems with this paper, including lacking clarity of presentation, insights and substantiations of many claims.	0
the idea proposed in the paper is quite interesting, but the presentation is severely lacking.	0
the main issue with this paper is the lack of scientific analysis of the results, together with many local issues in the presentation of these results.	0
pros: ' its a good illustration of deepneural network machinery at work, and well put together ' the experimental results show it works very well ' good experimental work (different data sets, different algorithms) cons: ' sloppy mathematical presentation	2
the presentation of statespace models, filtering and smoothing shows some lack of familiarity with the literature.	0
comments: the word analogy task was developed as an interesting way to analyse and understand word embedding spaces, but motivation for learning word embeddings was as generalpurpose representations for language processing tasks (as in collobert et al, 2011), not as a way of resolving analogy questions.	0
the algorithm seems to be simple and intuitive, but the presentation is overly formal and unclear.	0
weaknesses:  the presentation of the paper could be improved.	0
the writing is fairly clear, however the presentation of tables and figures could be done better, for example, fig. 2 is referred to in page 3, table 2 which contains results is referred to on page 5, fig 4 is referred to in page 6 and appears in page 5, etc. what kind of minimal preprocessing is done on the text?	0
i am concerned by the strong similarity between this work and poincaré embeddings for learning hierarchical representations (https://arxiv.org/abs/1705.08039).	0
main comments: this could potentially be a very nice paper, but i feel the current presentation is not ready for acceptance.	0
the presentation is clear but i find lack of description of a key topic.	0
this is a potentially important observation, and the experiments were well worth performing, but i don't find them fully convincing (partly because i was confused by the presentation).	0
the idea presented seems to have merit , however, i found the presentation lacking.	0
compared to existing approaches for counting (or vqa in general), this approach not only produces lower error but also provides a more humanintuitive discrete, instancepointing representation of counting.	0
the presentation and experiments are okay overall but i have a few questions and requests below that i feel would strengthen the submission.	0
in terms of presentation, at several points, the paper argues that previous, pixeldomain methods are more limited than the proposed featurespace method, but little evidence is given to support these claims.	0
lack of clarity in presentation the paper tends to introduces new key words for existing one.	0
not that there is anything wrong with short papers, but in this case both the clarity of presentation and details are lacking.	0
in this perspective, the proposed framework might be useful, but as noted in the original review, the presentation is not clear, and it's not convincing to me that the mi framework is indeed useful in the sense i described above.	0
positive aspects:  the idea of using gans for this goal is smart and interesting  the results seem interesting too weaknesses:  some aspects of the paper are not clear and presentation needs improvement.	2
however there are issues in the presentation.	0
pros:  clear presentation, easy to follow.	2
== presentation == the paper is readable but not well polished.	0
however, the presentation of the method is lacking, and makes it unnecessarily difficult to understand how the model is composed of its parts and how it is trained.	0
there are some other issues with the presentation of the method, but these don't affect the merit of the method: 1. returns are defined from an initial distribution that is stationary for the policy.	0
the presentation of the z latent variable used to simplify the calculation of the entropy h(y|c) is confusing and needs revision, but otherwise the paper is interesting.	0
the presentation is good overall, but many minor improvements could help with readability.	0
the experimental results seem promising, but the presentation can be improved.	0
it has been improved since, through different sets of experiments and apparently a clearer presentation, but the ideas are the same.	0
pros: 1. well written paper with clear presentation of the method.	2
i like that the paper gives a bit of context, but presentation of results could be clearer, and i am missing some more explicit information on training and results (eg how long / how many training examples, how many testing, classification rates, etc).	0
a few minor presentation issues:  relu > relu  originality: the paper is incremental work upon previous research (tishby et al. 2017; argawal et al 2014).	0
for architectures: the attentionbased model seems powerful but difficult to scale to problems with more inputs for conditioning, and the meta pixelcnn model is a standard pixelcnn trained with the maml approach by finn et al. for experiments: the imagenet flipping task is clearly tailored to the strengths of the attentionbased model, and the presentation of the general omniglot results could be improved.	2
however the writing is not very clear and the paper is not selfcontained at all.	0
pros:  good application of gan models  good writing and clarity  solid experiments and explanations cons:  results weak relative to naive baseline (entropy)  weak comparisons  lack of comparison to density models [1] louizos, christos, and max welling.	2
weaknesses: 1. the paper writing about the model architecture can be improved.	0
this is a great idea and could be a strong paper, but it's really hard to glean useful recommendations from this for several reasons:  the writing of the paper makes it hard to understand exactly what's being compared and evaluated.	0
the writing is reasonably clear (up to the terminology issues discussed among the weak points), and introduces properly the adversarial attacks considered in the work. '	0
i found that the paper suffers many shortcomings that must be addressed: 1) the writing and organization is quite cumbersome and should be improved.	0
however, an issue in the writing, usage of external component and lack of experimental justification of the design choices hinder the clear understanding of the proposed model.	0
an issue in the writing overall, the paper is well written and easy to understand, but section 3.2.3 (the write unit) has contradictory statements about their implementation.	0
variables with both superscripts and subscripts have the superscripts pushed off to the right; i think you're writing these like but they should just be (no space).	0
if it can be demonstrated that the approach provides advantages to other existing methods for adaptively setting the learning rate and the writing of the paper is improved, the work could make a solid contribution to a future venue, but in its current form, the paper falls comfortably below the acceptance threshold.	0
the clarity of writing can be improved (several typos in the manuscript, notation used before defining, missing words, poorly formatted citations, etc.).	0
the paper contains some interesting experimental results, but unfortunately lacks concise motivation and description of the method and quality of writing.	0
cons: 1. the writing of the paper can be significantly improved.	0
pros :  interesting topic cons :  experiments are not convincing  writing & clarity could be improved sometimes the paper is a bit hard to read sometimes, because it does not refer to usual notions.	2
pros:  sdr characterisation of the convolutional filters is interesting  the authors show that filters with different characteristics are responsible for different aspects of image modelling cons:  the authors do not actually demonstrate how their analysis can be used to improve vaes or gans  their proposed sdr analysis does not actually find much difference between the generator and the discriminator of the gan  the clarity of the writing could be improved (e.g. the discussion in section 3.1 seems inaccurate in the current form).	2
i think this paper contains an interesting idea, but suffers from poor writing and unprincipled experimentation.	0
3. relatively minor: the writing of this paper is readable, but could be improved.	0
overall, the writing is clear, and the idea sounds interesting, but the experimental results are not strongly correlated with the claims made in the paper.	0
cons: 1) badly presented: the writing of the paper fails in let the reader aware of what the paper actually serves comments: the introduction puzzled me: the authors, once they stated the problem (the scarceness of the hypernyms' occurrences in the texts w.r.t.	0
it is a rewriting trick that many knew but never thought of publishing ' section 4.1 is either incorrect or clearly misleading.	0
in 4.2, writing that both rescal and kbtd explain a rdf triple through a similar latent form is not an observation that could explain intrinsic similarities between the methods but the direct consequence of the deliberate choice made for f(.)	0
as there are not enough experimental details to judge, it's hard to figure out the problem, but this ppaper is clearly not publishable at any of the quality machine learning venues, for weakness in originality, quality of the writing, and poor experiments.	0
further, if in the implementation you discuss masking mantissa, i have serious concern about whether the compression protocol is feasible to implement efficiently, without writing some extremely lowlevel code.	0
overall, i found that the paper has too many red flags, and the lack of clarity in the writing makes it hard to judge.	0
overall this paper seems borderline  a nice theoretical story, grounding out into a simple architecture that does seem to work in practice (the domain adaptation results are promising), but with somewhat sloppy writing and experimentation that doesn't clearly demonstrate the value of the proposed approach.	0
again, due to lack of equations, i don’t completely understand the last paragraph of 3.2, i suggest rewriting it (as well as some other parts) in a more explicit way.	0
the writing is ok but a bit redundant.	0
because of the quality of the writing (generally sloppy), it's hard to tell, but i believe the authors are basically arguing that: a. you can generally easily detect adversarial points because they are low confidence.	0
the writing is fairly clear, however the presentation of tables and figures could be done better, for example, fig. 2 is referred to in page 3, table 2 which contains results is referred to on page 5, fig 4 is referred to in page 6 and appears in page 5, etc. what kind of minimal preprocessing is done on the text?	0
in general, the paper lacks rigor in writing down what it optimizes, and laying out details of the model clearly.	0
clarity: the writing clarity is rough, but understandable, with numerous minor grammar mistakes.	0
cons: the writing is bad and hard to follow, with typos: for example what is a period just before section 3.1 for?	0
while the strength of this paper is clearly the good writing as well as rigorous experimentation, the main concern i have with this paper is novelty.	0
the clear writing make the paper easy to read, which also makes clear the various weaknesses and pitfalls of smash.	0
the writing is improved and my concerns have largely been addressed.	0
strengths:   clear writing and document structure.	2
the overall writing lacks rigor and the contribution is poor.	0
however the paper writing has many unclear points.	0
i know this is a kind of open ended question but i think it would greatly aid the reader in understanding the paper if more ‘guidance’ is provided instead of just writing “..by definition this is the posterior.’ q4) in a similar vein to the above.	0
this paper has many strengths: 1) the writing is clear, and the paper is wellmotivated 2) the proposed algorithm is described in excellent detail, which is essential to reproducibility 3) as stated previously, the approach is validated with a large number of real android projects 4) the fact that the language generated is nontrivial (javalike) is a substantial plus 5) good discussion of limitations overall, this paper is a valuable addition to the empirical software engineering community, and a nice break from more traditional approaches of learning abstract syntax trees.	2
my main concern regarding the paper is its clarity: i will gladly increase my score if the authors can improve the writing.	0
